county_fips_code,study_year,unr_16,funr_16,munr_16,unr_20to64,funr_20to64,munr_20to64,flfpr_20to64,flfpr_20to64_under6,flfpr_20to64_6to17,flfpr_20to64_under6_6to17,mlfpr_20to64,pr_f,pr_p,mhi_2018,me_2018,fme_2018,mme_2018,total_pop,one_race,one_race_w,one_race_b,one_race_i,one_race_a,one_race_h,one_race_other,two_races,hispanic,households,h_under6_both_work,h_under6_f_work,h_under6_m_work,h_under6_single_m,h_6to17_both_work,h_6to17_fwork,h_6to17_mwork,h_6to17_single_m,emp_m,memp_m,femp_m,emp_service,memp_service,femp_service,emp_sales,memp_sales,femp_sales,emp_n,memp_n,femp_n,emp_p,memp_p,femp_p,mcsa,mfccsa,mc_infant,mc_toddler,mc_preschool,mfcc_infant,mfcc_toddler,mfcc_preschool,fips
27091,2018,3.51,2.77,4.15,3.2,2.6,3.8,80.1,73.3,91.9,77,88.8,8.7,13.3,53915,33188,26160,41221,19964,98.4,96.2,0.3,0.1,0.4,0.1,1.3,1.6,4.3,8653,678,187,0,294,1422,316,45,447,33.91,31.19,37.01,16.64,8.11,26.32,20.1,15.23,25.62,11.96,21.23,1.43,17.4,24.24,9.62,147,100,175,157,151,115,110,110,27091
42035,2018,5.65,6.19,5.15,5.2,5.1,5.3,71.9,66.7,78.5,68.7,78.5,10.3,17.4,49234,27116,21585,33563,39074,99,96.2,1.6,0.2,0.8,0,0.2,1,1.5,14744,1083,638,42,425,2427,1119,120,867,27.13,20.65,34.29,20.69,16.65,25.15,20.36,11.49,30.14,12.07,22.42,0.64,19.75,28.78,9.78,115,121,159.5,145,130,125,125,125,42035
37147,2018,9.22,9.58,8.83,8,8.5,7.4,74.6,76.4,84.7,76.8,81,15,23.9,44315,27376,23196,31989,177372,97.6,57.6,34.8,0.3,1.7,0,3.2,2.4,6.1,69169,4263,1906,236,4806,10368,2572,877,8806,37.44,34.4,40.37,20.78,17.42,24,21.36,14.97,27.5,7.59,14.41,1.05,12.82,18.8,7.08,111.86,104.99,189.99,164.99,144.99,157.49,138.19,134.99,37147
21151,2018,6.57,6.9,6.26,6,6.1,5.9,70.8,66.7,80.1,66.1,79.1,13.3,19,48687,24905,19447,31266,89700,97.7,91.4,4.3,0.4,1,0,0.7,2.3,2.4,33229,2441,1430,151,1485,5684,1884,517,2379,35.69,32.48,39.17,20.09,17.51,22.88,20.55,12.85,28.9,6.94,12.19,1.25,16.73,24.97,7.8,107.5,100,157.5,140,140,132.5,135,135,21151
38039,2018,1.25,0.55,1.84,1,0,1.9,80.6,92.2,92.4,100,90.7,3,8.1,52794,31438,22457,39390,2266,98.5,95.3,1.4,1.5,0,0,0.3,1.5,0.3,1056,84,3,0,44,188,13,10,17,37.06,38.13,35.79,15.14,2.66,29.89,20.05,10.63,31.18,14.81,27.19,0.18,12.94,21.41,2.95,48.31,44.09,137.7,131.52,117.54,98.84,98.84,95.43,38039
48109,2018,6.47,2.82,8.62,7.3,3,10.3,61.5,56.3,77.7,56,82.1,24,31.4,33417,20055,16037,22226,2241,97.9,81.8,0.1,0,0.5,0,15.4,2.1,73.4,681,63,20,0,123,82,5,5,170,22.18,18.21,28.5,31.64,29.97,34.3,15.67,6.46,30.34,21.46,34.93,0,9.05,10.43,6.86,101.7,89.55,131.4,121.2,112.7,110.85,110.3,104.7,48109
47095,2018,9.83,8.35,11.46,9.8,7.8,12,66.1,81,75,76.2,26.2,21.6,26.9,34966,26630,25594,28485,7526,98.5,67.9,29.1,0.2,0.1,0,1.1,1.5,2.2,2203,119,40,8,129,219,62,3,220,26.72,18.88,33.55,24.36,22.87,25.66,20.84,6.9,32.99,8.94,19.2,0,19.14,32.15,7.8,50,70,127.02,110,110,97.5,97.5,97.5,47095
28109,2018,8.43,8.05,8.74,7.6,7.2,7.9,60.5,59.3,76.3,63.3,74.3,12.9,16.1,45820,29890,21862,40161,55149,98.1,84,12.8,0.2,0.3,0,0.8,1.9,3,20752,1130,920,67,1078,3006,1694,307,2314,32.26,23.59,42.63,16.29,13.02,20.2,20.62,11.02,32.12,13.78,24.59,0.82,17.06,27.77,4.22,67.84,52.39,73.35,69.72,69.72,63.53,63.53,54.71,28109
47113,2018,5.15,5.32,4.97,4.6,5,4.3,69.9,73.4,79.8,67.1,75,14.8,19.4,46223,30256,26015,34882,97682,98.1,58.6,37.4,0.1,1,0,1,1.9,3.8,37729,2216,1218,31,2893,5463,1836,287,5325,33.38,28.25,38.49,19.68,16.36,23,22.73,16.91,28.52,7.69,13.99,1.42,16.52,24.49,8.58,59,65,185,147.63,147.63,135,122.75,122.75,47113
21129,2018,8.65,8.73,8.57,7.6,8.2,6.9,52.5,52.7,64.1,77.1,43.8,28.1,33.5,23972,26242,25240,26757,6751,98.5,96.8,0.8,0.3,0.6,0,0,1.5,0.6,2864,52,17,0,219,306,70,8,305,32.37,16.1,48.23,12.19,11.36,13,22.63,14.66,30.4,12.57,25.14,0.32,20.24,32.75,8.06,90,92.5,115,102.5,102.5,101.25,96.25,96.25,21129
17115,2018,8.17,7.03,9.31,7.7,6.6,8.7,74.4,82.2,83.8,76.7,81.4,11.8,16.2,50444,30378,25025,40472,106512,94.2,78,14.4,0.3,1.1,0,0.6,5.8,2.2,44113,2918,881,97,2963,6743,1913,372,4903,32.52,28.78,36.2,20.16,15.03,25.19,21.48,13,29.83,8.6,16.98,0.35,17.24,26.2,8.42,70,62.4,167.65,145,125,125,125,124.8,17115
49007,2018,5.53,4.26,6.58,5.7,4.5,6.7,67.4,66.2,72.8,57.2,82.5,12.1,15.8,50278,26782,18670,41050,20356,96.6,92.3,0.7,0.8,0.4,0.1,2.4,3.4,13.3,7844,513,546,23,383,1619,850,33,728,26.78,21.08,33.5,20.17,14.16,27.26,23.59,14.39,34.43,15.34,26.56,2.11,14.12,23.81,2.7,133.15,122.31,183.12,156.23,142.04,147.12,132.69,131.54,49007
47133,2018,4.02,3.48,4.5,3.8,3.3,4.2,65.4,57.9,77.1,66.3,73.6,10.6,17,36558,27494,26478,30344,22004,99.1,97.6,0.6,0,0.5,0.3,0,0.9,1.4,8974,572,311,7,274,1623,528,115,730,28.5,18.46,39.46,13.37,10.22,16.81,22.59,14.81,31.08,12.28,22.86,0.74,23.26,33.65,11.92,50,70,127.02,110,110,97.5,97.5,97.5,47133
16051,2018,4.59,5.35,4.06,4.2,4.3,4.1,65.4,70.1,66.4,46.4,91.8,5.5,7.7,60162,29722,17049,38202,27969,98,92.1,0.1,0.6,0.5,0.1,4.7,2,10.5,8647,1124,1143,26,340,2849,2678,44,631,32.67,30.52,35.79,13.76,8.73,21.05,20.7,13.79,30.72,18.13,26.65,5.79,14.73,20.3,6.65,90,88.89,108.65,103.71,96.79,98.77,92.31,89.45,16051
40025,2018,1.87,1.75,1.96,1.7,2.2,1.3,66.4,78.9,58.9,51.8,83.4,12,16.4,46071,35417,26450,40117,2189,99.6,97.3,0.2,0.5,0.2,0,1.5,0.4,21.6,974,48,37,0,53,137,97,0,63,35.14,36.43,33.56,9.11,8.01,10.44,24.82,9.11,44,17.32,30.6,1.11,13.61,15.85,10.89,73.95,73.49,130.87,109.98,109.98,98.48,95.63,95.63,40025
20133,2018,3.75,3.27,4.17,3.3,3.4,3.1,72.6,65.8,83.8,47.1,84.5,13,17.5,44294,28005,21842,35289,16125,97.2,94.7,1.2,0.3,0.4,0,0.5,2.8,5,6681,436,399,29,270,981,347,71,828,29.72,24.73,35.52,16.47,7.89,26.44,20.65,10.9,31.99,12.27,22.68,0.18,20.89,33.81,5.88,92.2,81.7,113,117.1,101.8,96.3,81.7,81.7,20133
47155,2018,5.66,5.43,5.89,5.7,5.1,6.3,72.7,76.7,81.4,73.7,79.4,10.5,15,45943,24155,20327,28312,96287,98,94.8,0.8,0.4,0.9,0,1.3,2,5.8,36945,2424,1080,181,1852,5673,1474,571,3287,25.09,22.7,27.57,25.35,24.4,26.32,27.18,16.16,38.59,9.45,17.7,0.9,12.93,19.04,6.61,59,65,185,147.63,147.63,135,122.75,122.75,47155
31079,2018,4.5,4.64,4.38,3.8,4.2,3.5,79.3,80,77.6,68.3,89.1,10.7,13,54742,30722,26792,34641,61343,98.4,87.7,2.5,0.6,1.1,0.4,6.2,1.6,27.2,22870,1895,1228,12,1921,4235,1739,220,3201,27.09,22.61,32.21,17.1,12.87,21.94,21.43,14.16,29.76,10.75,19.35,0.91,23.63,31.01,15.19,140,105.6,153.6,140,137.8,112,110,110,31079
51071,2018,4.62,4.6,4.63,4.7,4.8,4.7,68,47.1,81.5,46,81.8,7.3,11.3,52478,32817,28556,38949,16814,99.1,96.6,2.2,0,0.2,0.1,0,0.9,1.7,6987,178,356,22,215,798,249,128,461,27.49,21.93,34.09,18.13,14.95,21.9,20.85,11.91,31.46,12.62,23.12,0.15,20.91,28.08,12.4,110,85,140,115,115,100,75,75,51071
47099,2018,8.67,8.89,8.5,8.2,8.3,8.2,61.2,59.3,72.7,63,75.9,14.2,19,41553,28166,22126,32448,42937,98.5,95.5,1.7,0.3,0.5,0.1,0.3,1.5,2.1,16131,1133,980,11,854,2640,1478,214,1476,26.52,18.59,36.14,15.94,11.94,20.8,18.34,10.13,28.29,13.21,23.39,0.86,25.99,35.95,13.9,50,70,127.02,110,110,97.5,97.5,97.5,47099
17017,2018,6.33,4.81,7.69,5.8,4.2,7.3,79.6,82.3,82.4,79.3,81.5,10.9,13.5,51997,29668,24866,35075,12665,98.8,89.9,4.7,0.1,0.4,0.3,3.4,1.2,18.7,5024,466,149,56,420,813,287,15,490,23.12,17.97,28.67,17.19,12.35,22.43,19.79,9.55,30.84,11.91,21.55,1.49,27.99,38.58,16.56,70,62.4,167.65,145,125,125,125,124.8,17017
27051,2018,4.05,3.55,4.45,3.9,3.4,4.3,80.2,78.1,88.1,74.8,88.7,6.7,10.4,55912,32003,25679,39182,5938,98.1,97.1,0.2,0.4,0,0,0.4,1.9,2.3,2600,229,88,9,34,450,97,25,206,33.13,25.82,42.15,17.04,10.61,24.98,19.75,12.04,29.27,13.58,23.96,0.77,16.5,27.56,2.84,150,120,199,185,175,130,125,125,27051
55117,2018,3.64,4.19,3.15,3.6,4.2,3,80.8,75.9,87.2,80.3,85.1,4.9,7.6,58943,35386,27334,42492,115205,97.9,89.2,1.8,0.2,5.6,0,0.9,2.1,6.2,47303,4298,1303,85,1228,9948,2140,346,3733,30.73,26.96,35.01,15.95,11.13,21.41,19.12,12,27.17,8.25,14.55,1.13,25.94,35.37,15.28,172,145,225,197,197,160,160,160,55117
50017,2018,4.5,3.92,5.03,4.3,3.8,4.7,77.9,74.9,85.3,66.8,84.5,7.1,10.8,60159,33316,30410,37175,28937,98.3,96.7,0.6,0.4,0.2,0.1,0.3,1.7,1.4,12286,824,330,7,346,1805,389,80,849,39.42,31.94,47.56,15.83,10.52,21.62,17.83,10.86,25.43,14.03,26.04,0.95,12.89,20.64,4.45,151.94,141.25,235.92,235.11,212.68,156.95,145.12,142.74,50017
25005,2018,5.83,5.36,6.29,5.4,4.9,6,78,79,83.1,74.3,83.3,8.7,11.5,66157,38434,31819,46092,558905,97,84.6,4.1,0.1,2.3,0,6.1,3,7.7,216618,14697,4770,709,11744,37756,8402,1821,22723,36.9,30.89,42.98,18.46,15.36,21.6,21.91,16.03,27.86,9.52,18.28,0.65,13.22,19.44,6.91,200,200,305,285,225,250,225,212.5,25005
16055,2018,5.17,4.3,5.95,4.5,3.7,5.1,72,60.6,76,66.1,82.5,9.3,12.1,54457,28879,23773,35540,153605,97.4,94.2,0.4,1.4,0.8,0.1,0.5,2.6,4.5,60497,4084,3090,101,2075,9522,5244,825,5572,32.57,28.4,37.1,18.66,15.13,22.5,24.59,16.08,33.85,11.69,21.72,0.78,12.49,18.67,5.77,103.71,98.77,133.02,123.46,113.58,115.38,103.85,98.77,16055
21079,2018,5.99,5.21,6.73,5.5,4.4,6.5,68.9,75.6,79.2,74.8,75.6,13.1,16.7,49888,30810,25321,38141,17328,98,96.1,1.1,0.4,0.1,0,0.3,2,2.3,6823,417,177,9,438,1123,304,176,650,30.24,24.61,36.06,17.9,8.82,27.29,19.64,11.66,27.89,14.84,27.93,1.31,17.39,26.98,7.46,92.5,88.75,127.5,116.68,116.68,100,90,90,21079
36015,2018,5.05,4.34,5.73,4.6,4,5.2,70.7,69.6,79.1,68.4,72.3,10.8,14.8,53299,31748,27033,40031,85740,96.7,88,6.1,0.3,1.6,0,0.6,3.3,3,34373,2046,919,178,1650,4805,2019,544,3065,35.33,29.03,41.82,20.89,19.51,22.31,21.55,13.3,30.04,7.96,14.91,0.8,14.27,23.25,5.02,184.14,154,225.05,210.73,199.48,164.26,154,154,36015
28047,2018,9.59,10.11,9.08,9.2,9.5,8.8,70.4,68.1,79.4,64.9,80.7,16.5,20.1,45566,27386,23466,32367,202626,97.2,68.1,24.6,0.6,2.8,0,1,2.8,5.4,78863,4422,3960,387,5965,10488,4204,1841,11472,28.79,23.21,34.7,24.81,23.1,26.62,22.72,13.64,32.35,11.28,20.84,1.13,12.41,19.19,5.21,80.3,50.11,86.83,82.53,82.53,76.04,76.04,65.53,28047
47071,2018,7.92,9.08,6.97,7.6,8.3,7,59.8,71.3,63.3,83.9,71.9,14.8,20.5,39798,27637,20644,35074,25771,99.2,94.2,4.2,0.1,0.6,0.1,0.1,0.8,2.5,10267,514,149,0,637,1151,910,170,821,25.72,18.35,34.83,19.85,15.31,25.46,21.62,14.05,30.98,10.58,18.74,0.5,22.23,33.56,8.23,50,70,127.02,110,110,97.5,97.5,97.5,47071
16041,2018,1.38,1.17,1.53,0.5,0.7,0.3,60.3,48.8,60.2,36.4,90.6,10.6,11.8,56613,26319,16356,37408,13279,98.9,96.2,0.2,0.6,0.1,0.1,1.6,1.1,6.7,4294,478,620,2,37,1038,1678,24,270,27.45,23.36,33.2,12.46,5.82,21.76,21.34,14.7,30.66,17.69,29.41,1.27,21.05,26.72,13.11,103.71,98.77,133.02,123.46,113.58,115.38,103.85,98.77,16041
40005,2018,5.96,5.5,6.43,5.7,5.6,5.7,61.1,73.5,67.9,68.7,51.3,16,20.2,38821,26909,23214,30603,13874,88.7,72.8,3.9,10.4,0.6,0.1,0.9,11.3,3.5,5302,329,204,31,280,741,345,91,407,30.24,23.13,37.23,20.18,14.21,26.05,19.54,10.56,28.37,14.04,27.38,0.93,15.99,24.72,7.42,73.21,72.69,128.95,108.46,108.46,97.18,94.38,94.38,40005
48123,2018,6.28,3.12,8.71,5.8,3.1,7.8,65.3,70.4,68.3,59.3,65.4,12.1,16,53779,31431,22910,41662,20435,98.1,66.4,9.3,0.7,0,0,21.6,1.9,34.9,7088,499,476,0,503,1239,782,25,410,31.26,28.45,34.7,18.88,11.41,28.04,18.86,9.42,30.44,15.36,26.83,1.29,15.65,23.89,5.54,109.05,96.5,134.45,123.95,115.25,118.45,112.75,106.95,48123
42047,2018,3.82,3.55,4.06,2.9,2,3.7,79.2,86.4,84.9,80.7,83,7,9.8,51112,34207,26237,41265,30608,99.4,98,0.5,0.2,0.5,0,0.1,0.6,0.8,13727,798,202,41,297,2014,414,153,758,27.03,19.65,35.02,12.22,6.94,17.93,17.43,9.06,26.48,9.02,16.86,0.55,34.3,47.49,20.02,125,125,150,140,130,125,125,122.5,42047
5081,2018,10.81,5.21,16.15,11.1,5.3,16.7,66.5,73.7,67.2,79.6,73.7,9.9,15.8,45388,29226,26847,34762,12417,97.7,73.5,22.2,1.2,0.4,0,0.4,2.3,0.9,5440,146,134,17,456,566,263,119,616,29,12.29,44.47,13.11,7.49,18.32,17.51,7.49,26.78,13.63,27.71,0.6,26.75,45.02,9.82,102.25,88.75,136.25,128.76,116.25,107.5,98.75,93.75,05081
27043,2018,3.2,3.55,2.89,2.8,3.2,2.3,82.1,79.9,89.7,65.6,88.1,8.3,11.6,52286,31312,23518,39060,13896,98.5,97.4,0.2,0.2,0.3,0,0.4,1.5,6.7,6115,514,139,3,184,978,231,82,352,30.75,25.11,37.25,16.03,10.1,22.85,19.32,10.34,29.66,14.18,24.53,2.25,19.73,29.91,7.99,147,100,175,157,151,115,110,110,27043
39171,2018,4.36,4.37,4.35,4.4,4.2,4.7,75.4,84.9,86.7,67.8,82.8,9.3,13.7,49491,30721,23503,35770,36936,98.3,95.1,1,0.4,0.6,0,1.2,1.7,4.3,15246,920,540,11,664,2890,741,210,1294,25.89,21.68,30.65,14.23,8.97,20.16,19.79,13.77,26.59,8.89,16.33,0.5,31.19,39.26,22.1,62.5,105.17,143.88,130,120,140.99,130.69,120,39171
54069,2018,5.12,4.34,5.84,4.4,2.9,5.7,71.8,77.4,82.8,59.1,79.9,7.4,13.5,48418,28981,24070,36068,42547,98.3,93.1,4,0.2,0.7,0,0.3,1.7,1.1,17351,955,464,32,792,1938,807,95,1532,34.29,27.9,41.08,22.77,22.21,23.37,22.4,14.74,30.53,8.46,15.7,0.78,12.08,19.45,4.24,130.58,104.47,156.7,146.25,135.81,130.58,114.91,114.91,54069
54089,2018,9.95,12.01,8.08,9.6,12,7.4,48.3,77,63.2,29.3,64.4,19,22.9,36049,25455,23763,27747,13018,97.8,93.2,4.3,0.2,0,0,0.1,2.2,1.7,5489,170,67,0,279,576,279,88,284,29.71,17.67,43.64,22.22,20.26,24.49,18.15,10.59,26.9,13.08,22.97,1.64,16.83,28.51,3.33,109.47,87.58,131.36,122.61,113.85,109.47,96.33,96.33,54089
6099,2018,10.51,11.07,10.06,9.9,10.6,9.4,65.5,62,69.5,57.9,82.4,12.7,16.1,57387,30920,25104,36468,539301,95.8,75.8,2.9,0.8,5.4,0.7,10.2,4.2,45.6,172682,13778,12505,907,13070,36143,23144,2575,23652,27.84,22.39,34.73,17.66,13.4,23.03,21.26,14.21,30.17,14.57,23.48,3.32,18.67,26.52,8.75,147.91,145.73,239.82,173.69,173.69,179.52,163.38,163.38,06099
48337,2018,5.36,5.52,5.24,5,4.6,5.4,63.9,39.7,64.6,53.8,83,10,14.2,51774,31811,21483,48115,19409,96.6,94.8,0.6,0.2,0,0,1.1,3.4,10.9,7995,440,502,11,218,1104,831,78,428,24.72,19.17,31.89,14.43,8.72,21.8,22.72,11.14,37.67,18.07,31.51,0.72,20.06,29.46,7.92,108.95,89.3,126.75,116.35,107.75,110.95,105.3,99.6,48337
24037,2018,3.63,4.08,3.24,3.2,3.6,2.9,72.1,72.2,77.5,69.3,88.4,6,8.3,90438,49559,35847,63602,111531,96.6,78.6,14.4,0.1,2.8,0,0.7,3.4,5,40332,3642,2160,94,1759,8469,3875,211,4181,45.43,43.76,47.36,14.33,10.99,18.2,18.86,10.34,28.76,11.6,20.45,1.31,9.78,14.45,4.37,134.86,126.54,222.11,153.62,153.62,149.85,131.53,131.53,24037
48029,2018,5.77,5.84,5.71,5.3,5.4,5.2,70.6,67.6,74.9,62.3,82.1,12.6,16.3,55456,30196,26157,32933,1925865,96.8,79.7,7.6,0.7,2.8,0.1,5.8,3.2,60,632574,51301,39547,3841,50052,114906,64279,9881,99863,35.1,31.04,39.69,19.65,16.98,22.68,24.25,17.46,31.92,9.8,17.88,0.65,11.2,16.64,5.05,136.95,122.2,166.65,154.4,144.2,147.95,141.3,134.5,48029
26069,2018,8.16,7.68,8.57,7.6,7.4,7.8,61.7,71.5,74.8,65,71.6,11.3,16.4,42102,24635,20187,29657,25247,98.2,95.8,0.7,0.8,0.7,0,0.2,1.8,2.1,11631,389,284,13,363,1121,417,100,672,23.08,17.95,29.08,19.15,15.14,23.84,20.96,12.81,30.49,15.17,25.88,2.63,21.65,28.23,13.95,116.93,94.81,147.7,147.7,129.24,101.13,98.35,94.81,26069
41043,2018,7.87,7.76,7.97,7.8,7.6,7.9,68.2,69.5,73,63.6,79,10.5,14.4,52097,31216,24803,38932,122870,95.7,90.4,0.4,0.9,1.1,0.1,2.8,4.3,8.9,47030,3503,2036,190,1723,7665,3427,643,4174,31.66,27.37,36.5,18.04,12.13,24.69,21.16,12.3,31.14,11.73,20.65,1.68,17.42,27.55,6,123.93,116.91,174.85,171.93,171.93,128.45,126.27,126.27,41043
48157,2018,5.27,5.08,5.43,4.8,4.6,4.9,70,67,74.4,63.2,86.7,6.2,7.8,95561,46297,37090,55888,739342,97.5,52.1,20.6,0.3,19.9,0,4.5,2.5,24.3,230381,27397,17901,1105,11611,68686,34488,3526,25465,50.53,48.38,53.08,12.16,9.4,15.42,22.37,18.11,27.39,6.32,11.32,0.43,8.61,12.8,3.68,138.85,120.9,175.65,160.4,147.8,152.45,144.2,135.85,48157
46035,2018,2.98,2.95,3.01,2.4,1.4,3.2,83.6,73.6,91,84.9,89.4,6.7,12.8,47772,32048,25233,37103,19901,97.4,93.2,0.8,2.2,0.3,0,0.9,2.6,2.9,8687,701,245,0,232,1677,165,0,891,30.13,27.18,33.54,16.84,9.63,25.19,20.17,11.23,30.52,13.64,23.47,2.27,19.21,28.48,8.47,92.6,85.68,130.14,130.14,115.96,88.25,88.25,86.54,46035
48151,2018,6.39,6.57,6.25,6.6,7.4,6,68.4,86.6,76.9,44.8,84.6,12.3,16.1,46827,30858,21490,39919,3883,96.3,89.3,2.9,0.9,0.6,0.1,2.5,3.7,30.5,1649,115,83,0,67,246,151,0,70,33.41,32.31,34.86,17.49,10.87,26.22,19.13,7.49,34.46,15.39,26.67,0.54,14.58,22.67,3.92,98.85,84.65,128.25,116,105.95,109.65,103.1,96.5,48151
48161,2018,5.51,7.41,3.92,4.9,6.5,3.7,62.5,79.1,73.3,66.1,64.7,12.6,17.2,48731,31263,22822,42656,19709,98.6,81,15.9,0.1,0.7,0,1,1.4,15.1,6865,485,438,47,317,1158,773,8,753,26.94,22.58,32.37,21.66,11.36,34.51,19.24,14.11,25.63,13.43,22.8,1.73,18.74,29.14,5.75,100.4,89.5,122.35,113.25,105.75,108.5,103.6,98.55,48161
39175,2018,3.77,3.45,4.05,3.8,3.2,4.3,76.2,84.1,86.9,70,85.2,5.7,9.5,52940,33669,26520,39553,22107,99.2,97,0.2,0,1.2,0,0.8,0.8,2.8,9076,731,256,0,258,1674,425,39,794,27.1,19.35,35.55,14.28,8.5,20.57,18.98,11.06,27.6,11.1,20.9,0.42,28.54,40.18,15.85,62.5,105.17,143.88,130,120,140.99,130.69,120,39175
21199,2018,8.42,7.63,9.19,8.2,7.1,9.1,64.6,74,80.8,63.5,70.2,18.2,23.6,37921,25655,20991,29948,64145,98.8,96.2,1,0.3,0.8,0,0.5,1.2,2.5,25663,1644,814,32,1375,3539,1345,311,2376,29.7,25.9,33.57,18.59,13.04,24.23,22.48,11.81,33.34,10.88,21.25,0.32,18.36,27.99,8.54,107.5,100,157.5,140,140,132.5,135,135,21199
48469,2018,5.45,6.32,4.69,5.1,6,4.3,72.7,73.2,77.7,57,84.2,11.4,15.2,55631,30793,23902,39194,91970,97.7,87.6,6,0.3,1.1,0,2.7,2.3,46.5,32544,2415,1645,86,2324,6321,3220,175,3989,30.07,24.14,36.96,18,13.04,23.77,23.29,15.58,32.26,12.76,23.13,0.71,15.88,24.11,6.31,109.05,96.5,134.45,123.95,115.25,118.45,112.75,106.95,48469
39065,2018,5.87,5.51,6.18,5.7,5.6,5.7,70.3,79.7,81.4,67.6,79.9,12.5,16.7,48773,26742,20733,33200,31542,98.1,96.2,0.7,0,0.8,0,0.5,1.9,1.6,11495,962,541,141,412,2000,869,293,1081,27.58,21.78,34.06,16.54,11.37,22.32,18.02,10.26,26.69,8.15,14.07,1.55,29.7,42.52,15.39,62.5,105.17,143.88,130,120,140.99,130.69,120,39065
4021,2018,7.84,7.43,8.2,7.1,6.7,7.4,63.9,73.4,72.4,61.1,62.6,9.9,14.2,55550,30564,25770,35457,419721,96.1,80.2,4.5,5,1.8,0.3,4.3,3.9,29.9,137286,8640,7727,978,8201,25113,14018,2024,14918,30.06,25.33,35.41,22.41,21.39,23.55,23.92,15.21,33.78,10.3,18.74,0.76,13.31,19.33,6.5,125,100,175,160,142.5,135,135,120,04021
20049,2018,6.32,4.57,7.9,7.6,5.5,9.6,67.2,90.2,62.9,63,74.8,10.6,14.6,38494,21102,15701,30045,2562,96.5,93.6,0.2,1.8,0.7,0,0.2,3.5,4.3,1117,63,22,8,22,164,70,10,66,32.43,28.07,37.08,26.59,20.47,33.13,13.8,7.02,21.04,13.9,25.93,1.04,13.29,18.52,7.71,92.2,81.7,113,117.1,101.8,96.3,81.7,81.7,20049
17103,2018,4.4,3.4,5.31,4.2,3.4,4.9,75.6,78.4,84.9,78.4,66.2,5.9,10.9,57901,32211,26198,40791,34527,97.8,90.4,5.1,0.3,0.6,0.2,1.2,2.2,6,13699,1143,220,40,531,2540,458,145,949,32.79,26.21,39.85,17.71,13.3,22.44,19,10.58,28.03,10.46,19.84,0.4,20.04,30.08,9.27,70,62.4,167.65,145,125,125,125,124.8,17103
39035,2018,8.26,7.7,8.83,7.7,7.1,8.2,75.4,78.9,80.1,73.5,80.9,13.7,18.1,48435,32258,28917,37747,1253783,97,62.6,29.6,0.3,2.9,0,1.5,3,5.8,538531,29056,12129,1656,33892,63213,22808,4240,63352,40.05,36.98,43.06,18.23,15.52,20.9,22.47,16.11,28.74,5.46,10.49,0.51,13.79,20.91,6.79,120,125,245,215,190,163.67,158,150,39035
1013,2018,6.71,5.86,7.66,6.5,5.1,8,67.4,84.5,86.9,70.7,70.4,18.9,23.5,39109,25679,21562,27391,20025,98.4,52,45.2,0,1.2,0,0,1.6,0.3,6708,404,125,9,653,1206,188,73,1255,26.92,21.06,32.08,16.04,12.77,18.92,19.21,6.64,30.27,11.59,21.47,2.91,26.23,38.06,15.82,99.09,105.41,124.37,124.37,104.84,107.71,107.71,106.56,01013
56039,2018,1.45,0.97,1.81,1.1,0.5,1.6,81.2,88.8,88.9,48.4,93.7,2.4,7.1,83831,40229,34836,42172,23059,99.2,90.3,1.2,0.3,1.2,0.2,6,0.8,14.9,9158,696,216,141,242,1652,516,0,484,39.32,32.97,47.5,25.17,25.43,24.84,17.72,14.42,21.97,11.36,19.68,0.62,6.43,7.49,5.07,375.4,138.56,399.06,365.82,358,430.94,376.32,331.34,56039
55039,2018,3.74,3.85,3.65,3.4,3.6,3.3,78.4,84.4,87.5,78.4,87.4,6.1,9,59373,33602,26484,41948,102315,98.1,93.2,1.4,0.5,1.3,0,1.7,1.9,5,41346,3702,1377,127,1168,8153,1775,307,3118,29.99,24.5,36.03,17.41,13.26,21.99,20.22,12.63,28.58,10.6,18.94,1.41,21.78,30.67,11.98,150,105,209,190,190,150,145,145,55039
1083,2018,6.95,8.02,6.07,6.8,8,5.8,64.6,77.5,72.1,58,75.6,10.2,13.7,56460,31599,25001,40233,93052,98.1,80.8,13.4,0.9,1.3,0,1.8,1.9,5.9,32126,2706,1549,149,1151,6080,3674,371,3275,36.14,32.56,40.61,15.39,12.46,19.05,18.85,10.87,28.83,11.08,19.07,1.09,18.55,25.05,10.43,111.23,113.95,135.14,135.14,119.57,117.67,117.67,117.38,01083
27149,2018,2.27,1.26,3.22,2.3,1.4,3.2,83.7,72.8,81,81,82.1,5.4,15.7,58363,27186,17804,38672,9784,98.4,92.4,1.4,1.3,2.2,0.3,0.8,1.6,5.7,3629,404,147,5,90,911,250,6,174,34.11,34.18,34.03,20.21,10.51,30.27,20.14,11.03,29.57,12.81,23.3,1.94,12.73,20.98,4.19,147,100,175,157,151,115,110,110,27149
36007,2018,6.6,5.45,7.64,6.1,5,7.1,71.2,72.1,75.6,70.5,77.7,10.7,17,50859,28269,24359,32264,194402,97.1,85.9,5.7,0.2,4.2,0,0.9,2.9,4.1,78594,4564,2215,434,3125,9955,4222,759,6739,38.03,33.98,42.37,19.72,16.91,22.73,22.56,16.45,29.09,6.77,12.66,0.49,12.91,20.01,5.32,178.98,149.16,218.75,204.83,193.89,159.1,149.16,149.16,36007
