county_fips_code,study_year,unr_16,funr_16,munr_16,unr_20to64,funr_20to64,munr_20to64,flfpr_20to64,flfpr_20to64_under6,flfpr_20to64_6to17,flfpr_20to64_under6_6to17,mlfpr_20to64,pr_f,pr_p,mhi_2018,me_2018,fme_2018,mme_2018,total_pop,one_race,one_race_w,one_race_b,one_race_i,one_race_a,one_race_h,one_race_other,two_races,hispanic,households,h_under6_both_work,h_under6_f_work,h_under6_m_work,h_under6_single_m,h_6to17_both_work,h_6to17_fwork,h_6to17_mwork,h_6to17_single_m,emp_m,memp_m,femp_m,emp_service,memp_service,femp_service,emp_sales,memp_sales,femp_sales,emp_n,memp_n,femp_n,emp_p,memp_p,femp_p,mcsa,mfccsa,mc_infant,mc_toddler,mc_preschool,mfcc_infant,mfcc_toddler,mfcc_preschool,fips
40075,2018,4.71,3.1,5.97,4.6,3.7,5.3,63.1,53.4,60.8,66.8,81.8,17.5,22.2,38209,25117,21559,30431,9001,91.8,78.5,3.5,4.3,0.8,0.1,4.7,8.2,11.5,3772,235,116,0,177,437,211,55,280,30.64,25.4,37.08,18.97,11.92,27.64,19.73,11.92,29.33,14.54,25.26,1.35,16.12,25.49,4.61,77.39,76.9,136.94,115.09,115.09,103.05,100.07,100.07,40075
16049,2018,4.87,5.2,4.57,4.4,3.9,4.9,65.8,64.8,73.5,77.1,68.5,9,14.6,39113,23514,18579,28451,16337,98.2,93.4,0.2,3.5,0.5,0.1,0.6,1.8,3.3,6466,458,210,32,61,1178,546,129,255,29.04,20.39,38.58,19.57,14.94,24.67,21.24,13.33,29.96,15.58,28.58,1.24,14.58,22.76,5.55,90,88.89,108.65,103.71,96.79,98.77,92.31,89.45,16049
48309,2018,4.46,5.18,3.78,4,4.7,3.4,71.8,67.7,77.6,73.7,78.8,13,19.3,48199,26472,22799,30940,248429,97.8,77.9,14.7,0.4,1.6,0,3.1,2.2,26.1,89034,6707,4553,280,6889,15790,7124,939,11392,32.38,28.1,36.99,18.16,13.81,22.83,22.86,14.41,31.93,11.33,21.08,0.85,15.27,22.6,7.39,100.4,89.5,122.35,113.25,105.75,108.5,103.6,98.55,48309
34021,2018,6.76,6.69,6.82,6.4,6.2,6.6,74.3,75,79.9,65.8,82.4,8,11.4,79990,39982,33048,44532,368762,97.9,63.7,20.7,0.1,10.7,0,2.6,2.1,17.2,129873,9962,5182,372,6639,24501,8603,1127,14475,45.27,42.93,47.83,16.97,16.45,17.54,21.12,14.77,28.06,5.86,10.76,0.49,10.78,15.08,6.08,138.92,130.46,277.84,265.84,235.98,157.12,159.56,125.73,34021
26073,2018,7.55,6.92,8.2,6.4,5.2,7.7,72.9,74.9,83.7,70,74.3,11.8,26.5,44408,15866,13113,19956,70775,96.2,87.8,2.6,3.4,1.7,0,0.7,3.8,3.9,24889,1460,590,109,1180,3764,958,233,1870,31.36,28.97,33.66,25.75,19.47,31.81,20.91,14.84,26.76,8,14.99,1.25,13.99,21.73,6.51,140.53,113.95,177.51,177.51,155.32,121.55,118.2,113.95,26073
21033,2018,4.98,6.09,3.94,5,6.4,3.7,68.8,81.7,81.6,55.7,73.2,11.8,15.9,44940,31719,26813,36824,12727,98.9,92.3,6.6,0,0,0,0,1.1,1.7,5176,573,129,0,89,863,112,6,696,27.64,16.27,40.09,15.1,16.23,13.86,21.23,11.17,32.24,10.79,20.26,0.43,25.24,36.07,13.39,97.5,85,112.5,102.5,102.5,90,86.25,86.25,21033
17129,2018,4.93,4.55,5.29,3.7,2.3,4.9,78.9,80,79.6,83.9,84.3,6.9,9.6,69102,40423,36058,44507,12367,98.7,97.2,0.5,0.1,0.5,0.3,0.1,1.3,1.5,5198,433,96,0,198,793,214,66,464,37.21,29.2,45.43,15.16,11.98,18.41,24.16,14.71,33.86,12.93,25.4,0.13,10.55,18.71,2.17,70,62.4,167.65,145,125,125,125,124.8,17129
36043,2018,7.16,6.67,7.6,6.6,5.9,7.2,74.7,77.6,81,61.7,81.5,9.5,14.6,51862,30666,25415,36015,62505,98.6,95.9,1.4,0.2,0.5,0.1,0.5,1.4,2.1,24583,1446,883,72,699,3402,1587,396,1828,31.45,26.15,37.16,20.14,16.48,24.09,21.76,12.71,31.51,10.53,19.1,1.28,16.13,25.55,5.97,163.83,136.16,200.23,187.49,177.48,145.24,136.16,136.16,36043
45015,2018,5.21,5.22,5.2,4.9,4.9,4.9,71.7,68.9,75.9,61.8,83.1,9,12.2,59995,32231,27848,39365,209065,96.6,67.1,23.8,0.5,2.3,0.1,2.9,3.4,6.5,74931,6058,4570,233,4209,13131,6097,616,9343,33.43,28.52,38.72,17.98,14.97,21.23,22.38,13.21,32.28,11.06,20.64,0.71,15.16,22.65,7.06,77.5,82.5,156.25,156.25,142.5,122.5,122.5,100,45015
6005,2018,8.63,6.51,10.55,8.4,6,10.4,64.5,66.1,79.9,48.7,56,5.1,9.7,61198,32346,27338,40030,37829,95.2,87.2,2.1,0.8,1.3,0.2,3.6,4.8,13.6,14090,685,579,60,311,1195,795,254,871,32.77,24.94,41.04,23,22.73,23.28,23.86,16.78,31.34,11.06,20.98,0.59,9.31,14.57,3.76,107.89,149.83,186.46,154.76,154.76,161.34,152.49,152.49,06005
16047,2018,4.43,3.67,4.95,4.1,3.1,4.8,67.9,72.1,76.3,55.9,86.6,11.1,15.9,48638,28588,22114,32320,15169,97,92.5,0.1,0.8,0.4,0.3,3,3,29.1,5419,424,424,0,299,1276,617,26,582,25.8,20.74,33.08,14.48,7.76,24.15,17.92,12.3,26.01,26.33,40.31,6.2,15.48,18.89,10.57,90,88.89,108.65,103.71,96.79,98.77,92.31,89.45,16047
17137,2018,5.95,4.39,7.53,5.5,4.1,7,77.2,84.3,81.8,74.7,69.6,10.7,14.6,48508,28158,23927,35075,34426,98.2,90.3,6.9,0.2,0.8,0,0.1,1.8,2.4,13864,879,356,50,511,1901,600,88,1286,32.02,26.78,37.04,19.61,15.3,23.73,22.65,14.99,29.97,8.43,16.52,0.68,17.3,26.41,8.58,70,62.4,167.65,145,125,125,125,124.8,17137
20179,2018,2.25,1.73,2.66,1.9,1.6,2.2,77.2,90.5,69.9,69.2,89.2,1.8,5.1,56071,31705,27279,38607,2506,99.6,98,0.4,0.2,0,0,1,0.4,4.8,1134,60,28,26,16,159,62,30,47,38.62,36.89,40.74,13.72,5.76,23.46,17.84,8.36,29.45,15.46,25.5,3.17,14.35,23.49,3.17,92.2,81.7,113,117.1,101.8,96.3,81.7,81.7,20179
45027,2018,11.8,12.54,11.04,12,12.1,11.9,63,68.3,84.4,74.5,61.7,18.3,23.4,37525,25085,20023,30854,34017,99.1,49.3,48.8,0.1,0.1,0,0.9,0.9,3,13327,503,237,84,878,1482,378,162,1851,28.15,22.74,33.44,18.58,15.91,21.2,21.7,10.56,32.6,12.3,24.45,0.42,19.26,26.35,12.34,85,77.5,122.5,122.5,103.75,92.5,92.5,90,45027
46019,2018,3.8,1.01,6.23,2.9,1.2,4.4,75.1,50.9,84.1,81.1,83.6,7.2,12.2,44387,27077,22417,34926,10177,97.8,94.3,0.7,2.3,0,0,0.4,2.2,3.5,4178,194,302,14,105,662,120,165,416,28.86,29.41,28.25,18.3,7.89,29.65,20.28,9.98,31.51,17.91,31.78,2.8,14.65,20.94,7.79,104.28,85.68,100.11,100.11,97.6,85.68,85.68,85.68,46019
48349,2018,7.96,8.83,7.23,6.1,6.6,5.6,67.6,54.9,74.4,59.9,83.2,14.9,18.2,47920,27381,22195,32051,48583,97.5,75,13,1.9,0.6,1.1,5.9,2.5,26.8,17397,1043,1053,78,1052,2745,2117,206,1695,28.97,24.5,34.34,19.75,12.76,28.13,18.99,12.18,27.15,12.71,22.15,1.39,19.58,28.41,8.99,144.4,126.2,181.55,166.15,153.4,158.1,149.8,141.35,48349
31057,2018,1.57,2.35,0.95,1.7,2.6,0.9,70.7,51,57.3,91.7,90.3,6,10.3,44350,31250,24830,37500,2023,99.5,99.2,0.2,0.1,0,0,0,0.5,15.7,865,62,33,0,55,179,106,3,61,38.02,37.79,38.31,15.34,6.68,26.27,19.91,11.26,30.84,17.57,29.39,2.65,9.16,14.89,1.93,140,105.6,153.6,140,137.8,112,110,110,31057
42077,2018,6.5,6.82,6.19,5.7,5.8,5.5,76.5,79.5,81.4,74.3,84.3,9.3,12.5,62178,34086,28799,41363,362613,96.5,78.5,7,0.3,3.4,0,7.4,3.5,23.6,138008,9530,3741,672,8496,25056,7057,1597,15655,35.11,31.01,39.52,16.58,13.37,20.04,22.49,15.27,30.27,7.13,13.19,0.6,18.69,27.16,9.57,160,125,190,175,165,155,135,133.2,42077
51099,2018,4,4.21,3.83,3.5,3.2,3.7,72.3,64.2,78,75.8,89.6,4.1,5.7,87321,41253,30048,54821,25890,96.1,77.7,16.3,0.3,1.2,0,0.4,3.9,5,9103,720,710,73,378,2209,778,173,761,42.24,42.82,41.53,18.46,15.78,21.71,20.32,11.72,30.78,7.65,13.52,0.52,11.33,16.17,5.46,150,130,190,160,160,160,145,145,51099
38055,2018,1.39,0.81,1.83,1.3,0.9,1.5,69.8,68.8,80,72.7,85.9,5,8.2,65648,38182,25476,49867,9608,98.7,90.4,0.7,7.2,0.1,0,0.4,1.3,2.4,4333,300,169,21,91,793,148,66,173,36.24,33.51,39.81,14.65,6.25,25.67,16.06,7.53,27.25,18.59,30.84,2.54,14.46,21.88,4.73,59.9,56.37,138.86,132.75,118.67,99.68,99.68,96.25,38055
37159,2018,7.67,8.04,7.33,7,7.3,6.8,69.5,74.5,74.5,56.9,77.9,12.3,16.5,48667,29776,25756,34462,139605,98,77.4,16,0.3,0.9,0,3.4,2,8.6,52301,2740,2059,109,2972,7652,3597,562,6800,28.71,21.16,37.09,17.8,13.59,22.49,19.81,13.76,26.54,12.46,23.12,0.62,21.21,28.37,13.26,92.58,99.99,173.99,139.99,119.99,134.99,132.15,124.99,37159
40119,2018,4.89,5.23,4.61,4.3,4.2,4.3,64.2,58.6,70.6,61.2,71.1,13,26.4,40944,21466,17123,25427,81512,94.5,81,4,4.6,4.4,0.1,0.4,5.5,4.7,30485,1879,1624,119,1096,4194,2067,348,2098,39.72,37.52,42.38,18.89,15.18,23.39,21.53,14.48,30.05,9.21,16.15,0.84,10.64,16.68,3.34,106.98,106.27,188.98,158.87,158.87,142.29,138.18,138.18,40119
31181,2018,2.36,1.78,2.83,2.1,1.6,2.4,77.1,81.3,89.9,83.7,90,8.7,11,42298,31159,24063,36797,3571,96.4,95.2,0.3,0,0,0.3,0.6,3.6,4.9,1519,114,15,0,42,399,70,3,85,36.97,32.92,42.02,13.49,6.75,21.92,18.22,11.53,26.59,17.82,29.8,2.85,13.49,19,6.61,140,105.6,153.6,140,137.8,112,110,110,31181
54005,2018,9.37,7.07,11.23,9.1,6.2,11.5,45.6,50.3,53.6,34.6,58.6,20.8,24.3,38642,31089,22992,40911,22817,99.1,97.9,0.9,0,0.2,0,0,0.9,0.2,9148,283,436,50,264,744,973,174,651,25.36,19.57,32.22,20.12,13.67,27.75,21.52,9.45,35.81,18.13,33.21,0.26,14.87,24.09,3.95,105.9,84.72,127.08,118.61,110.14,105.9,93.2,93.2,54005
20073,2018,3.14,3.17,3.12,3.7,3.8,3.6,72.3,82.2,87.8,75.2,83,8.4,12.2,42595,27396,21057,32088,6156,96.2,95.2,0.3,0.1,0.1,0,0.4,3.8,3.8,2758,107,102,18,67,446,100,48,146,29.24,27.8,31.02,19.61,14.78,25.57,19.09,9.67,30.71,15.74,26.85,2.03,16.33,20.91,10.68,92.2,81.7,113,117.1,101.8,96.3,81.7,81.7,20073
51157,2018,3.9,4.94,3.01,4,4.4,3.6,70.2,54.1,78.8,93.5,85,4.1,8.9,68438,33467,30860,37482,7332,97.8,90.2,4.8,0.2,1.4,0,1.2,2.2,3.6,2976,174,96,0,63,368,180,0,269,39.93,37.19,43.18,18.43,14.78,22.78,18.23,9.63,28.47,14.03,24.62,1.44,9.37,13.78,4.13,165,130,205,165,165,160,145,145,51157
48137,2018,4.14,8.33,0,0,0,0,64.5,50,0,89,79.4,4,6.7,40313,21774,14875,26949,2055,100,99.7,0,0,0,0,0.2,0,58.1,686,95,18,0,0,124,53,0,0,14.3,13.53,15.15,22.73,13.53,32.87,36.25,24.1,49.65,21.84,41.65,0,4.88,7.19,2.33,90.3,80.85,109.2,101.4,94.9,97.3,93.05,88.7,48137
36041,2018,8.03,10.76,6.05,6.8,10.5,3.7,68.5,92.3,75.8,75.9,78.8,4.3,6.9,57552,30789,26528,33401,4575,98.1,96.6,0.8,0.3,0,0,0.3,1.9,1.6,1124,86,21,0,46,195,58,10,114,24.61,23.91,25.63,24.31,12.87,40.83,18.4,12.09,27.51,23.95,39.57,1.38,8.74,11.57,4.65,163.83,136.16,200.23,187.49,177.48,145.24,136.16,136.16,36041
37135,2018,4.38,4.07,4.71,4.3,3.8,4.8,75.9,84.1,81.3,67.6,80.2,5,13.4,68211,30990,25571,37268,142938,97,74.5,11.6,0.5,7.8,0,2.6,3,8.4,52529,4242,1615,198,1288,9537,3732,902,4134,54.78,53.16,56.33,15.98,14.64,17.26,17.98,13.32,22.44,5.84,10.9,0.99,5.43,7.98,2.99,138.86,149.99,318.46,267.69,179.99,249.98,207.69,198.99,37135
16085,2018,4.34,4.11,4.57,2.5,3.5,1.5,67.1,100,65,67.9,59.4,3.6,10,55299,25988,22065,31170,10401,99.5,98.9,0.1,0.2,0.2,0,0,0.5,1.8,3461,226,77,28,190,778,57,6,178,35.79,32.3,39.31,20.5,14.82,26.21,20.2,9.49,30.98,10.81,21.26,0.29,12.7,22.13,3.21,126.46,116.77,179.77,166.15,148.15,142.62,135.69,128.08,16085
48025,2018,8.92,6.89,10.66,10,7.7,12,60.8,73.9,63.1,46.1,34.6,21,21.7,42032,23636,21211,27313,32691,98,87.3,8,0.7,0.4,0,1.6,2,58.6,8537,613,535,88,689,1538,1178,118,1261,23.91,15.99,32.72,24.12,19.73,29.01,22.38,15.51,30.04,12.46,22.62,1.14,17.13,26.16,7.09,122.7,107.15,154.55,141.35,130.4,134.45,127.35,120.2,48025
37197,2018,5.35,6.02,4.78,4.4,4.6,4.2,64.5,53,67.2,73,76.2,11.9,15.3,42876,31416,26879,35643,37665,98.6,91.6,3.8,0.4,0.1,0.1,2.6,1.4,10.9,15448,852,724,73,504,1963,1307,237,1321,27.18,21.87,33.51,16.82,13.94,20.25,19.14,9.7,30.39,12.57,21.7,1.71,24.28,32.8,14.15,65.58,99.99,124.99,98.08,84.99,99.99,102.49,99.99,37197
16019,2018,3.76,4.13,3.48,3.2,3.2,3.1,64.8,56.3,68.7,49.5,86.5,8.9,12.1,56609,27449,19223,37242,112397,97.5,88.9,0.5,0.4,0.9,0.1,6.5,2.5,12.9,39000,3723,5068,255,1582,9331,7267,389,3995,37.39,35.65,39.73,17.05,11.83,24.03,22.01,16.45,29.44,10.41,17.38,1.09,13.14,18.7,5.71,103.71,98.77,133.02,123.46,113.58,115.38,103.85,98.77,16019
40043,2018,1.67,1.19,2.02,2,1.5,2.3,58.6,67.6,67.3,17.7,81.3,11.7,17.1,50037,27823,22656,37500,4918,92.2,89.1,0.2,2.1,0.7,0,0.2,7.8,7.2,1701,101,193,4,80,330,441,34,59,29.27,25.29,34.58,16.42,8.15,27.44,22.68,14.91,33.04,15.72,26.44,1.43,15.91,25.21,3.51,83.63,83.06,147.56,124.07,124.07,111.14,107.94,107.94,40043
1105,2018,12.3,14.73,9.06,12.1,14.9,8.2,50.4,79.6,62,69.4,46.7,31.7,41.8,23561,22410,23393,20244,9486,100,29.9,69.4,0.1,0.2,0,0.3,0,0.9,3079,15,59,51,395,219,18,82,832,29.89,16.15,40.9,20,24.47,16.42,19.96,7.93,29.59,7.48,13.83,2.4,22.67,37.62,10.69,105.13,87.61,108.29,108.29,104.84,87.61,87.61,87.61,01105
26101,2018,7.16,5.48,8.68,7,5.6,8.2,68,68.5,81.1,65.5,63.8,7.9,12.9,47172,25339,21839,28928,24444,96.5,91.3,2.8,1.6,0.5,0.1,0.3,3.5,3,9591,430,123,56,329,1485,387,138,505,28.71,25.12,32.5,25.94,23.33,28.71,21.52,10.93,32.74,9.49,17.92,0.55,14.35,22.7,5.5,125.05,101.39,157.95,157.95,138.21,108.15,105.18,101.39,26101
17123,2018,6.05,5.55,6.49,5.5,4.9,6.1,74.2,76.4,83.8,75.7,81.8,8.9,11.2,55901,31502,22388,41060,11794,98.7,97.3,0.4,0.2,0.3,0.2,0.4,1.3,3.1,4893,342,136,14,183,847,174,101,218,30.42,27.77,33.39,18.89,12.76,25.74,19.23,7.89,31.9,10.66,20.02,0.2,20.8,31.56,8.78,70,62.4,167.65,145,125,125,125,124.8,17123
40113,2018,6.55,5.56,7.35,6.3,5.2,7.3,62.1,57.9,70.3,60.5,73.3,11.6,16.5,47789,32397,27303,39899,47311,90.9,65,11.3,13.1,0.4,0,1.1,9.1,3.5,18165,871,807,209,798,2519,1567,263,1584,32.02,26.24,38.9,17.79,13.41,23,20.38,11.03,31.5,12.2,21.69,0.91,17.61,27.62,5.68,86.84,86.3,153.71,129.17,129.17,115.65,112.31,112.31,40113
21047,2018,8.28,9.16,7.44,7.3,8.2,6.4,63.6,51.4,76.9,60.3,80.4,15.6,20.2,41235,27444,22408,30324,72263,96.3,71.3,21.2,0.6,1.6,0.4,1.1,3.7,7.7,25682,2015,2712,166,1908,4014,1984,469,3416,27.97,24.79,31.39,20.63,15.79,25.86,20.07,12.31,28.44,8.6,15.76,0.88,22.73,31.35,13.43,105,77.5,130,127.5,127.5,102.5,97.5,97.5,21047
37163,2018,8.46,10.27,6.96,7.6,9.6,6,66.7,73,78.4,62.8,80.6,17.6,24.1,39068,24506,21420,28002,63561,97,64.4,25.2,1.9,0.6,0,4.9,3,19.3,23537,1291,1156,15,1693,3511,1749,234,2955,26.35,19.57,34.76,15.84,9.98,23.12,17.92,10.11,27.62,16.54,28.77,1.37,23.34,31.57,13.14,77.15,124.99,124.99,114.99,99.99,125.08,134.54,107.92,37163
20107,2018,5.9,7.63,4.28,5.3,6.8,3.9,71.6,90.2,82.3,77.6,79.8,12.8,16.5,43699,32216,25426,41307,9635,97.9,95.6,0.6,0.9,0.5,0,0.2,2.1,2.6,4348,282,52,3,144,945,145,10,203,24.61,16.16,33.91,15.61,11.1,20.58,21.98,9.07,36.19,20.27,36.97,1.88,17.54,26.7,7.45,92.2,81.7,113,117.1,101.8,96.3,81.7,81.7,20107
20109,2018,1.8,3.61,0.26,1.4,2.7,0.3,78.9,85.3,78.8,60,86.9,5.1,7.6,51597,27466,23077,31273,2810,97,95.7,0,0.7,0,0.2,0.3,3,5.8,1137,68,58,39,45,219,112,10,97,33.68,30.95,37.03,14.28,9.72,19.84,24.4,11.51,40.16,12.73,22.89,0.31,14.91,24.94,2.66,92.2,81.7,113,117.1,101.8,96.3,81.7,81.7,20109
39147,2018,4.94,6.2,3.8,4.2,4.6,3.8,74.4,83.5,79,73.3,80.8,10.5,14.7,49936,28273,22167,35553,55475,98.1,93.8,2.8,0.3,0.6,0,0.7,1.9,5,21652,1579,293,66,919,3543,678,257,2266,26.03,20.6,32.24,17.51,13.53,22.04,18.9,10.87,28.07,9.25,16.65,0.8,28.31,38.34,16.86,100,120,181,165,145,147.17,140,132.37,39147
26085,2018,12.15,8.35,15.8,11,9,13,54.3,52.4,73.2,58.4,56.1,14.3,23.8,34631,20294,15266,25222,11763,96.4,86.9,8,1,0.2,0.1,0.2,3.6,2.6,4517,133,171,13,67,530,185,99,265,23.46,21.7,25.14,22.84,15.96,29.42,19.75,7.29,31.67,10.75,21.3,0.66,23.2,33.75,13.12,117.02,92.38,147.81,147.81,129.34,98.54,95.83,92.38,26085
37035,2018,6.95,7.05,6.87,6,6.1,5.9,71.7,69,78.1,67.4,83.2,9.5,13.2,51157,30341,25330,34865,156729,97.8,79,8.1,0.3,4.2,0,6.1,2.2,9.4,61099,4070,2238,62,2673,10539,4299,610,5144,29.42,24.11,35.4,15.73,12.48,19.4,22.27,16.12,29.2,7.69,13.82,0.79,24.88,33.48,15.21,84.86,129.99,159.99,142.99,109.99,149.99,129.99,127.49,37035
54025,2018,6.7,3.67,9.46,6.7,3.7,9.3,62.4,57,70.1,79.5,70.8,13.2,17.9,39038,25943,23022,30753,35347,97.6,94,2.4,0,0.7,0,0.5,2.4,1.9,15285,581,577,25,464,1645,951,103,953,33.85,27.98,39.88,22.1,16.94,27.4,19.68,12.2,27.37,10.25,19.79,0.45,14.12,23.09,4.91,117.93,94.34,141.51,132.08,122.64,117.93,103.77,103.77,54025
17049,2018,3.93,2.82,4.83,3.5,2.5,4.4,74.9,70.6,82.3,78.4,87.5,8.6,11.6,56293,30907,24290,37155,34174,99.1,97.3,0.5,0.1,0.6,0,0.6,0.9,2,13555,1194,539,52,531,2798,796,103,764,30.82,27.59,34.69,16.8,10.5,24.34,21.7,14.94,29.79,11.56,21.11,0.13,19.12,25.86,11.06,70,62.4,167.65,145,125,125,125,124.8,17049
31025,2018,2.97,2.84,3.09,3.1,3,3.2,78.5,83.4,84,77.5,89.1,3.8,6.4,71139,38215,30438,46042,25702,98.1,96.3,0.6,0.1,0.3,0.2,0.6,1.9,3.2,10005,1027,402,51,345,2462,594,155,567,35.34,29.07,42.53,14.1,10.55,18.17,24.14,15.28,34.27,13.53,24.58,0.88,12.89,20.52,4.15,140,105.6,153.6,140,137.8,112,110,110,31025
28161,2018,4.44,3.95,4.95,4.1,3.9,4.4,71.2,79.1,86.1,64.5,74.7,11.5,16.2,41864,26610,23211,31131,12421,99.8,58.1,40.7,0.4,0.1,0,0.6,0.2,1.6,5161,261,131,17,351,729,124,186,561,21.06,14.34,27.63,16.01,13.56,18.39,20.86,10.14,31.33,11.89,23.45,0.58,30.19,38.5,22.06,54.6,34.67,59.36,56.22,56.22,51.45,51.45,44.56,28161
48415,2018,4.15,4,4.26,3.2,4.2,2.6,61.4,53.8,74.7,52.1,64.5,8.6,14,55889,35319,24088,48709,17239,97.7,87.3,4.9,0.4,0.3,0,4.9,2.3,40.1,5884,301,715,0,340,1267,547,51,273,22.8,16.89,31.46,15.33,10.77,21.99,23.29,12.09,39.68,19.63,31.78,1.86,18.95,28.48,5.01,98.85,84.65,128.25,116,105.95,109.65,103.1,96.5,48415
55105,2018,5.6,4.73,6.42,5.2,4.4,6,77.2,72.1,87.2,63.1,83.7,10.6,13.6,55832,31527,25972,39161,161769,96.7,88.1,4.4,0.2,1.2,0,2.7,3.3,8.5,64538,4097,2241,270,3774,10952,3203,734,7196,30.33,24.63,36.29,17.23,12.18,22.5,20.45,13.91,27.29,9.56,17.95,0.79,22.43,31.33,13.13,161,150,220,199,199,186,167,167,55105
51081,2018,6.61,5.46,7.62,6.7,6.2,7.2,71.8,100,91.5,67.6,35.8,11.8,16.7,44534,23067,25000,22252,11659,98.1,37.9,59.7,0.1,0.1,0,0.4,1.9,2.3,3688,358,12,0,149,480,59,10,565,22.67,15.91,30.18,27.72,17.12,39.49,20.04,18.32,21.94,8.9,16.39,0.59,20.67,32.26,7.81,120,100,170,130,130,135,115,115,51081
38089,2018,3.29,3.02,3.49,3.4,3.2,3.5,74.2,71.1,77.1,57.5,89.9,5.7,8.8,75708,41985,29306,57121,30876,97.4,91.7,2.2,1.3,1.4,0,0.7,2.6,5.3,12150,1230,875,44,460,2614,1219,92,658,30.67,26.06,37,16.74,10.98,24.65,19.5,11.23,30.83,16.21,27.1,1.29,16.87,24.63,6.24,67.67,78.42,196.53,187.81,167.87,141.07,141.07,136.21,38089
17079,2018,4.06,1.24,6.57,3.9,0.8,6.6,71.8,63.2,88.5,71.6,80.3,9.4,13.1,54951,30092,23712,36398,9598,99,97.4,1,0.2,0,0,0.4,1,0.3,3656,349,158,18,67,767,157,101,212,26.66,24.84,28.6,17.42,9.56,25.8,23.32,10.87,36.61,10.66,19.51,1.21,21.95,35.22,7.78,70,62.4,167.65,145,125,125,125,124.8,17079
27101,2018,2.63,1.33,3.78,2.4,0.9,3.9,81.1,86.7,84.5,78.1,88.5,4.4,7.4,57500,32277,24738,39589,8353,99,96.6,0.6,0.2,1.2,0,0.4,1,3.8,3702,350,66,8,57,706,138,28,142,33.87,30.15,38.01,15.12,7.31,23.83,20.08,12.36,28.71,13.15,23.19,1.94,17.78,26.98,7.51,150,100,199,185,175,115,110,110,27101
48245,2018,5.74,5.38,6.04,5.5,5.1,5.9,64.9,62.5,70.2,53,69.3,14.6,18.4,48463,31505,25405,38377,255210,98.3,58.3,33.8,0.3,3.7,0,2.1,1.7,20.2,94002,5168,5869,259,6504,11323,8603,911,14004,29.4,24.39,35.4,18.99,14.06,24.91,21.57,12.45,32.5,13.82,24.01,1.61,16.22,25.09,5.58,108.6,96.3,133.5,123.2,114.65,117.8,112.25,106.55,48245
38091,2018,2.17,2.58,1.87,1,1.3,0.8,80.3,84.4,90.8,77.8,86,3.3,6,65848,38250,25398,48906,1910,100,99.4,0.6,0,0,0,0,0,1.6,891,72,22,0,5,182,57,9,5,39.66,38.89,40.72,13.42,3.65,26.99,16.04,9.55,25.06,21.19,35.76,0.96,9.69,12.15,6.27,52.94,48.43,148.67,141.94,126.83,106.72,106.72,103.03,38091
41011,2018,7.72,7.58,7.85,7.6,7.3,7.8,65.2,56.7,74.3,72.1,71.7,12.6,17.1,43308,25766,21480,30252,63308,94.9,88.3,0.8,2.3,1.2,0.1,2.2,5.1,6.4,26640,1267,697,130,1028,2797,1161,408,1524,28.43,22.48,34.66,23.57,19.53,27.8,21.42,15.57,27.53,11.68,21.49,1.42,14.9,20.93,8.6,115.38,117.69,160.38,154.62,154.62,129.23,126.92,126.92,41011
17039,2018,5.49,4.4,6.36,5,4.1,5.7,75.9,83.4,76.5,70.5,87.7,8.3,11,55591,31511,25037,40645,16042,98,96.2,0.5,0.1,0,0.1,1.2,2,2.7,6663,664,246,3,176,1190,395,42,418,30.18,25.51,35.94,18.7,16.67,21.21,23.32,12.61,36.55,11.29,20.34,0.11,16.52,24.87,6.2,70,62.4,167.65,145,125,125,125,124.8,17039
45065,2018,13.16,13.06,13.25,13.7,14.4,13,59.1,82.5,65.2,92.1,43.1,13.5,19.1,42262,24287,18639,27579,9606,98.3,50.5,46.7,0.4,0.4,0,0.3,1.7,0.7,3967,46,17,26,234,102,65,9,386,26.89,23.52,30.28,23.13,16.87,29.44,18.76,10.82,26.77,9.34,18.61,0,21.88,30.18,13.5,85,77.5,122.5,122.5,103.75,92.5,92.5,90,45065
40097,2018,5.28,5.39,5.19,4.9,5.4,4.4,61.6,58.4,73.8,57.2,77.4,13.6,17.4,48853,29987,22127,37427,40980,85.4,66.7,0.5,17.1,0.4,0.2,0.5,14.6,3.5,15838,818,902,71,656,2414,1079,219,1208,27.53,21.29,35.07,17.31,12.38,23.29,21.66,10.74,34.88,14.22,25.14,1.01,19.28,30.46,5.75,83.85,83.32,148.27,124.62,124.62,111.6,108.38,108.38,40097
46051,2018,0.99,1.43,0.65,0.4,0,0.7,75.6,77.7,85.3,70.6,89.4,3.2,7.8,62532,32313,25719,41038,7217,98.1,94.7,0.2,2.8,0.2,0,0.3,1.9,2.2,3212,316,82,0,48,646,140,6,231,31.86,28.74,36.04,15.39,10.44,22.01,20.88,11.67,33.21,19.16,31.75,2.33,12.7,17.4,6.42,104.28,85.68,100.11,100.11,97.6,85.68,85.68,85.68,46051
6055,2018,5,4.77,5.19,4.8,4.5,5.1,77.2,74.6,82,65.4,86.1,5.2,8.1,84753,37255,31057,42040,140530,96.2,73.1,2,0.9,8.1,0.2,11.9,3.8,33.9,49032,3798,2093,70,1762,10674,3416,326,4462,36.22,32.27,40.75,20.69,17.95,23.84,20.9,14.51,28.23,11.42,19.98,1.62,10.76,15.29,5.57,222.08,174.82,326.5,228.89,228.89,219.56,203.79,203.79,06055
